index,IR,BPM,AvgBPM,EMG,state
1236,64921,6.32,68,981,FATIG
1237,65187,6.32,68,976,FATIG
1238,65358,6.32,68,978,FATIG
1239,65419,6.32,68,977,FATIG
1240,65430,6.32,68,976,FATIG
1241,65444,6.32,68,978,FATIG
1242,65414,6.32,68,986,FATIG
1243,65412,6.32,68,976,FATIG
1244,65411,6.32,68,978,FATIG
1245,65371,6.32,68,978,FATIG
1246,65306,6.32,68,977,FATIG
1247,65348,6.32,68,978,FATIG
1248,65465,6.32,68,976,FATIG
1249,65505,6.32,68,977,FATIG
1250,65404,6.32,68,979,FATIG
1251,65449,6.32,68,976,FATIG
1252,65444,6.32,68,976,FATIG
1253,65371,6.32,68,977,FATIG
1254,65443,6.32,68,976,FATIG
1255,65402,6.32,68,977,FATIG
1256,65299,6.32,68,977,FATIG
1257,65199,6.32,68,978,FATIG
1258,65189,6.32,68,976,FATIG
1259,65157,6.32,68,977,FATIG
1260,65177,6.32,68,980,FATIG
1261,65203,6.32,68,979,FATIG
1262,65182,6.32,68,978,FATIG
1263,65193,6.32,68,978,FATIG
1264,65237,6.32,68,979,FATIG
1265,65197,6.32,68,977,FATIG
1266,65118,6.32,68,976,FATIG
1267,65056,6.32,68,977,FATIG
1268,65025,6.32,68,976,FATIG
1269,65031,6.32,68,981,FATIG
1270,65034,6.32,68,976,FATIG
1271,65094,6.32,68,977,FATIG
1272,65094,6.32,68,977,FATIG
1273,65069,6.32,68,976,FATIG
1274,65065,6.32,68,976,FATIG
1275,65004,6.32,68,977,FATIG
1276,64986,6.32,68,976,FATIG
1277,65033,6.32,68,978,FATIG
1278,65043,6.32,68,978,FATIG
1279,65100,6.32,68,977,FATIG
1280,65271,6.32,68,979,FATIG
1281,65333,6.32,68,978,FATIG
1282,65358,6.32,68,977,FATIG
1283,65434,6.32,68,976,FATIG
1284,65576,6.32,68,978,FATIG
1285,65695,6.32,68,995,FATIG
1286,65734,6.32,68,977,FATIG
1287,65797,6.32,68,976,FATIG
1288,65827,6.32,68,971,FATIG
1289,65783,6.32,68,979,FATIG
1290,65748,6.32,68,977,FATIG
1291,65800,6.32,68,978,FATIG
1292,65766,6.32,68,976,FATIG
1293,65710,6.32,68,978,FATIG
1294,65694,6.32,68,976,FATIG
1295,65627,6.32,68,976,FATIG
1296,65712,6.32,68,976,FATIG
1297,65842,6.32,68,977,FATIG
1298,65867,6.32,68,976,FATIG
1299,65895,6.32,68,976,FATIG
1300,65901,6.32,68,978,FATIG
1301,65859,6.32,68,976,FATIG
1302,65868,6.32,68,979,FATIG
1303,65909,6.32,68,978,FATIG
1304,65990,6.32,68,975,FATIG
1305,65979,6.32,68,976,FATIG
1306,65931,6.32,68,978,FATIG
1307,65940,6.32,68,979,FATIG
1308,65955,6.32,68,979,FATIG
1309,65988,6.32,68,979,FATIG
1310,65991,6.32,68,976,FATIG
1311,65975,6.32,68,979,FATIG
1312,65907,6.32,68,976,FATIG
1313,65908,6.32,68,977,FATIG
1314,65910,6.32,68,974,FATIG
1315,65902,6.32,68,976,FATIG
1316,66028,6.32,68,976,FATIG
1317,66161,6.32,68,977,FATIG
1318,66197,6.32,68,981,FATIG
1319,66100,6.32,68,978,FATIG
1320,66024,6.32,68,977,FATIG
1321,66110,6.32,68,977,FATIG
1322,66294,6.32,68,978,FATIG
1323,66534,6.32,68,981,FATIG
1324,66714,6.32,68,990,FATIG
1325,66697,6.32,68,976,FATIG
1326,66576,6.32,68,979,FATIG
1327,66575,6.32,68,982,FATIG
1328,66621,6.32,68,977,FATIG
1329,66694,6.32,68,978,FATIG
1330,66724,6.32,68,976,FATIG
1331,66733,6.32,68,980,FATIG
1332,66744,6.32,68,976,FATIG
1333,66716,6.32,68,976,FATIG
1334,66636,6.32,68,976,FATIG
1335,66645,6.32,68,976,FATIG
1336,66807,6.32,68,982,FATIG
1337,66908,6.32,68,977,FATIG
1338,66953,6.32,68,980,FATIG
1339,66918,6.32,68,978,FATIG
1340,66876,6.32,68,976,FATIG
1341,66825,6.32,68,979,FATIG
1342,66757,6.32,68,980,FATIG
1343,66684,6.32,68,977,FATIG
1344,66597,6.32,68,977,FATIG
1345,66480,6.32,68,976,FATIG
1346,66335,6.32,68,978,FATIG
1347,66362,6.32,68,977,FATIG
1348,66474,6.32,68,981,FATIG
1349,66527,6.32,68,978,FATIG
1350,66612,6.32,68,976,FATIG
1351,66606,6.32,68,977,FATIG
1352,66526,6.32,68,977,FATIG
1353,66449,6.32,68,978,FATIG
1354,66392,6.32,68,976,FATIG
1355,66372,6.32,68,978,FATIG
1356,66296,6.32,68,977,FATIG
1357,66351,6.32,68,977,FATIG
1358,66434,6.32,68,976,FATIG
1359,66344,6.32,68,976,FATIG
1360,66251,6.32,68,976,FATIG
1361,66239,6.32,68,976,FATIG
1362,66279,6.32,68,976,FATIG
1363,66395,6.32,68,977,FATIG
1364,66615,6.32,68,967,FATIG
1365,66729,6.32,68,978,FATIG
1366,66801,6.32,68,977,FATIG
1367,66857,6.32,68,979,FATIG
1368,66867,6.32,68,978,FATIG
1369,66839,6.32,68,980,FATIG
1370,66921,6.32,68,977,FATIG
1371,66978,6.32,68,975,FATIG
1372,66897,6.32,68,976,FATIG
1373,66850,6.32,68,980,FATIG
1374,66932,6.32,68,978,FATIG
1375,67104,6.32,68,977,FATIG
1376,67219,6.32,68,978,FATIG
1377,67275,6.32,68,976,FATIG
1378,67281,6.32,68,978,FATIG
1379,67297,6.32,68,978,FATIG
1380,67338,6.32,68,978,FATIG
1381,67322,6.32,68,981,FATIG
1382,67352,6.32,68,976,FATIG
1383,67562,6.32,68,977,FATIG
1384,67545,6.32,68,997,FATIG
1385,67410,6.32,68,978,FATIG
1386,67361,6.32,68,977,FATIG
1387,67311,6.32,68,979,FATIG
1388,67172,6.32,68,985,FATIG
1389,67185,6.32,68,979,FATIG
1390,67440,6.32,68,978,FATIG
1391,67673,6.32,68,979,FATIG
1392,67813,6.32,68,978,FATIG
1393,67872,6.32,68,977,FATIG
1394,67787,6.32,68,979,FATIG
1395,67731,6.32,68,977,FATIG
1396,67722,6.32,68,979,FATIG
1397,67748,6.32,68,976,FATIG
1398,67863,6.32,68,977,FATIG
1399,67900,6.32,68,979,FATIG
1400,67777,6.32,68,977,FATIG
1401,67504,6.32,68,977,FATIG
1402,67465,6.32,68,979,FATIG
1403,67600,6.32,68,978,FATIG
1404,67739,6.32,68,977,FATIG
1405,67952,6.32,68,978,FATIG
1406,68166,6.32,68,977,FATIG
1407,68074,6.32,68,991,FATIG
1408,67963,6.32,68,979,FATIG
1409,67954,6.32,68,981,FATIG
1410,68106,6.32,68,980,FATIG
1411,68149,6.32,68,980,FATIG
1412,68104,6.32,68,977,FATIG
1413,68033,6.32,68,976,FATIG
1414,67823,6.32,68,978,FATIG
1415,67299,6.32,68,977,FATIG
1416,66883,6.32,68,978,FATIG
1417,66790,6.32,68,979,FATIG
1418,66581,6.32,68,978,FATIG
1419,66429,6.32,68,980,FATIG
1420,66304,6.32,68,979,FATIG
1421,66295,6.32,68,979,FATIG
1422,66717,6.32,68,977,FATIG
1423,67092,6.32,68,976,FATIG
1424,67199,6.32,68,979,FATIG
1425,67318,6.32,68,978,FATIG
1426,67255,6.32,68,976,FATIG
1427,67088,6.32,68,978,FATIG
1428,66940,6.32,68,978,FATIG
1429,66606,6.32,68,977,FATIG
1430,66433,6.32,68,978,FATIG
1431,66577,6.32,68,976,FATIG
1432,66812,6.32,68,979,FATIG
1433,66980,6.32,68,976,FATIG
1434,67139,6.32,68,977,FATIG
1435,67245,6.32,68,977,FATIG
1436,67169,6.32,68,980,FATIG
1437,67192,6.32,68,979,FATIG
1438,67303,6.32,68,976,FATIG
1439,67458,6.32,68,977,FATIG
1440,67547,6.32,68,976,FATIG
1441,67438,6.32,68,977,FATIG
1442,67401,6.32,68,979,FATIG
1443,67463,6.32,68,975,FATIG
1444,67508,6.32,68,976,FATIG
1445,67378,6.32,68,978,FATIG
1446,67263,6.32,68,977,FATIG
1447,67311,6.32,68,977,FATIG
1448,67388,6.32,68,981,FATIG
1449,67316,6.32,68,982,FATIG
1450,67178,6.32,68,976,FATIG
1451,67180,6.32,68,976,FATIG
1452,67247,6.32,68,977,FATIG
1453,67174,6.32,68,976,FATIG
1454,67141,6.32,68,979,FATIG
1455,67070,6.32,68,978,FATIG
1456,66902,6.32,68,978,FATIG
1457,66766,6.32,68,978,FATIG
1458,66795,6.32,68,981,FATIG
1459,66793,6.32,68,981,FATIG
1460,66741,6.32,68,976,FATIG
1461,66649,6.32,68,977,FATIG
1462,66625,6.32,68,979,FATIG
1463,66728,6.32,68,975,FATIG
1464,66772,6.32,68,978,FATIG
1465,66723,6.32,68,976,FATIG
1466,66640,6.32,68,976,FATIG
1467,66513,6.32,68,977,FATIG
1468,66412,6.32,68,976,FATIG
1469,66398,6.32,68,978,FATIG
1470,66410,6.32,68,976,FATIG
1471,66490,6.32,68,978,FATIG
1472,66516,6.32,68,980,FATIG
1473,66250,6.32,68,976,FATIG
1474,65955,6.32,68,977,FATIG
1475,66005,6.32,68,979,FATIG
1476,66199,6.32,68,976,FATIG
1477,66177,6.32,68,978,FATIG
1478,66111,6.32,68,978,FATIG
1479,66127,6.32,68,978,FATIG
1480,66113,6.32,68,976,FATIG
1481,66110,6.32,68,976,FATIG
1482,66218,6.32,68,983,FATIG
1483,66210,6.32,68,977,FATIG
1484,66107,6.32,68,981,FATIG
1485,66139,6.32,68,976,FATIG
1486,66212,6.32,68,977,FATIG
1487,66352,6.32,68,982,FATIG
1488,66442,6.32,68,978,FATIG
1489,66548,6.32,68,979,FATIG
1490,66537,6.32,68,976,FATIG
1491,66507,6.32,68,977,FATIG
1492,66578,6.32,68,978,FATIG
1493,66690,6.32,68,976,FATIG
1494,66670,6.32,68,976,FATIG
1495,66553,6.32,68,981,FATIG
1496,66419,6.32,68,979,FATIG
1497,66458,6.32,68,977,FATIG
1498,66517,6.32,68,977,FATIG
1499,66561,6.32,68,985,FATIG
1500,66696,6.32,68,977,FATIG
1501,66682,3.67,68,976,FATIG
1502,66589,3.67,68,976,FATIG
1503,66575,3.67,68,979,FATIG
1504,66647,3.67,68,977,FATIG
1505,66625,3.67,68,976,FATIG
1506,66522,3.67,68,979,FATIG
1507,66653,3.67,68,979,FATIG
1508,66800,3.67,68,976,FATIG
1509,66662,3.67,68,976,FATIG
1510,66540,3.67,68,977,FATIG
1511,66618,3.67,68,976,FATIG
1512,66774,3.67,68,976,FATIG
1513,66826,3.67,68,979,FATIG
1514,66854,3.67,68,979,FATIG
1515,66744,3.67,68,977,FATIG
1516,66695,3.67,68,978,FATIG
1517,66766,3.67,68,976,FATIG
1518,66845,3.67,68,976,FATIG
1519,66801,3.67,68,978,FATIG
1520,66664,3.67,68,978,FATIG
1521,66715,3.67,68,977,FATIG
1522,66816,3.67,68,976,FATIG
1523,66791,3.67,68,976,FATIG
1524,66709,3.67,68,977,FATIG
1525,66580,3.67,68,976,FATIG
1526,66589,3.67,68,978,FATIG
1527,66514,3.67,68,976,FATIG
1528,66264,3.67,68,977,FATIG
1529,65961,3.67,68,976,FATIG
1530,65781,3.67,68,976,FATIG
1531,65741,3.67,68,978,FATIG
1532,65882,3.67,68,980,FATIG
1533,66062,3.67,68,981,FATIG
1534,66099,3.67,68,977,FATIG
1535,65988,3.67,68,976,FATIG
1536,65877,3.67,68,979,FATIG
1537,65865,3.67,68,979,FATIG
1538,65873,3.67,68,976,FATIG
1539,65839,3.67,68,977,FATIG
1540,65850,3.67,68,978,FATIG
1541,65809,3.67,68,976,FATIG
1542,65736,3.67,68,977,FATIG
1543,65690,3.67,68,978,FATIG
1544,65681,3.67,68,981,FATIG
1545,65655,3.67,68,977,FATIG
1546,65659,3.67,68,980,FATIG
1547,65765,3.67,68,977,FATIG
1548,65904,3.67,68,976,FATIG
1549,65943,3.67,68,982,FATIG
1550,65850,3.67,68,979,FATIG
1551,65690,3.67,68,979,FATIG
1552,65540,3.67,68,977,FATIG
1553,65488,3.67,68,978,FATIG
1554,65542,3.67,68,978,FATIG
1555,65533,3.67,68,978,FATIG
1556,65497,3.67,68,978,FATIG
1557,65511,3.67,68,978,FATIG
1558,65483,3.67,68,976,FATIG
1559,65371,3.67,68,980,FATIG
1560,65283,3.67,68,990,FATIG
1561,65234,3.67,68,990,FATIG
1562,65166,3.67,68,979,FATIG
1563,65164,3.67,68,977,FATIG
1564,65204,3.67,68,978,FATIG
1565,65294,3.67,68,978,FATIG
1566,65384,3.67,68,975,FATIG
1567,65373,3.67,68,978,FATIG
1568,65324,3.67,68,977,FATIG
1569,65345,3.67,68,978,FATIG
1570,65263,3.67,68,978,FATIG
1571,65229,3.67,68,977,FATIG
1572,65444,3.67,68,994,FATIG
1573,65585,3.67,68,978,FATIG
1574,65498,3.67,68,979,FATIG
1575,65258,3.67,68,979,FATIG
1576,65037,3.67,68,977,FATIG
1577,64984,3.67,68,979,FATIG
1578,64909,3.67,68,978,FATIG
1579,64822,3.67,68,977,FATIG
1580,64981,3.67,68,976,FATIG
1581,65265,3.67,68,982,FATIG
1582,65543,3.67,68,977,FATIG
1583,65859,3.67,68,976,FATIG
1584,65924,3.67,68,977,FATIG
1585,65800,3.67,68,981,FATIG
1586,65695,3.67,68,977,FATIG
1587,65662,3.67,68,976,FATIG
1588,65632,3.67,68,979,FATIG
1589,65614,3.67,68,976,FATIG
1590,65691,3.67,68,981,FATIG
1591,65759,3.67,68,979,FATIG
1592,65741,3.67,68,981,FATIG
1593,65780,3.67,68,978,FATIG
1594,65903,3.67,68,979,FATIG
1595,65997,3.67,68,976,FATIG
1596,66037,3.67,68,983,FATIG
1597,66232,3.67,68,979,FATIG
1598,66441,3.67,68,976,FATIG
1599,66546,3.67,68,976,FATIG
1600,66516,3.67,68,977,FATIG
1601,66311,3.67,68,979,FATIG
1602,65996,3.67,68,976,FATIG
1603,65934,3.67,68,977,FATIG
1604,66087,3.67,68,977,FATIG
1605,66128,3.67,68,979,FATIG
1606,66154,3.67,68,983,FATIG
1607,66118,3.67,68,978,FATIG
1608,66117,3.67,68,978,FATIG
1609,66216,3.67,68,977,FATIG
1610,66344,3.67,68,986,FATIG
1611,66371,3.67,68,978,FATIG
1612,66397,3.67,68,978,FATIG
1613,66450,3.67,68,978,FATIG
1614,66516,3.67,68,979,FATIG
1615,66416,3.67,68,977,FATIG
1616,66389,3.67,68,978,FATIG
1617,66497,3.67,68,976,FATIG
1618,66733,3.67,68,981,FATIG
1619,66775,3.67,68,978,FATIG
1620,66574,3.67,68,982,FATIG
1621,66504,3.67,68,976,FATIG
1622,66594,3.67,68,981,FATIG
1623,66741,3.67,68,979,FATIG
1624,66862,3.67,68,979,FATIG
1625,66692,3.67,68,978,FATIG
1626,66680,3.67,68,978,FATIG
1627,66930,3.67,68,981,FATIG
1628,67062,3.67,68,978,FATIG
1629,66984,3.67,68,977,FATIG
1630,66987,3.67,68,980,FATIG
1631,67180,3.67,68,976,FATIG
1632,67275,3.67,68,978,FATIG
1633,67215,3.67,68,978,FATIG
1634,67147,3.67,68,981,FATIG
1635,66953,3.67,68,978,FATIG
1636,66803,3.67,68,978,FATIG
1637,66770,3.67,68,979,FATIG
1638,66782,3.67,68,976,FATIG
1639,66808,3.67,68,976,FATIG
1640,66870,3.67,68,949,FATIG
1641,66892,3.67,68,979,FATIG
1642,66932,3.67,68,978,FATIG
1643,66936,3.67,68,977,FATIG
1644,67093,3.67,68,976,FATIG
1645,67214,3.67,68,976,FATIG
1646,67376,3.67,68,979,FATIG
1647,67479,3.67,68,977,FATIG
1648,67510,3.67,68,977,FATIG
1649,67488,3.67,68,977,FATIG
1650,67434,3.67,68,979,FATIG
1651,67379,3.67,68,975,FATIG
1652,67333,3.67,68,977,FATIG
1653,67387,3.67,68,979,FATIG
1654,67443,3.67,68,977,FATIG
1655,67438,3.67,68,976,FATIG
1656,67454,3.67,68,982,FATIG
1657,67405,3.67,68,979,FATIG
1658,67398,3.67,68,978,FATIG
1659,67441,3.67,68,978,FATIG
1660,67481,3.67,68,977,FATIG
1661,67477,3.67,68,977,FATIG
1662,67544,3.67,68,976,FATIG
1663,67517,3.67,68,977,FATIG
1664,67369,3.67,68,977,FATIG
1665,67397,3.67,68,979,FATIG
1666,67520,3.67,68,976,FATIG
1667,67665,3.67,68,978,FATIG
1668,67707,3.67,68,977,FATIG
1669,67640,3.67,68,978,FATIG
1670,67625,3.67,68,977,FATIG
1671,67731,3.67,68,980,FATIG
1672,67807,3.67,68,981,FATIG
1673,67771,3.67,68,980,FATIG
1674,67812,3.67,68,978,FATIG
1675,68091,3.67,68,979,FATIG
1676,68374,3.67,68,976,FATIG
1677,68468,3.67,68,976,FATIG
1678,68457,3.67,68,973,FATIG
1679,68582,3.67,68,979,FATIG
1680,68598,3.67,68,978,FATIG
1681,68541,3.67,68,976,FATIG
1682,68530,3.67,68,980,FATIG
1683,68438,3.67,68,978,FATIG
1684,68277,3.67,68,976,FATIG
1685,68237,3.67,68,979,FATIG
1686,68264,3.67,68,981,FATIG
1687,68312,3.67,68,978,FATIG
1688,68287,3.67,68,976,FATIG
1689,68223,3.67,68,982,FATIG
1690,68245,3.67,68,978,FATIG
1691,68283,3.67,68,976,FATIG
1692,68368,3.67,68,976,FATIG
1693,68412,3.67,68,977,FATIG
1694,68333,3.67,68,976,FATIG
1695,68249,3.67,68,977,FATIG
1696,68203,3.67,68,976,FATIG
1697,68218,3.67,68,976,FATIG
1698,68297,3.67,68,978,FATIG
1699,68392,3.67,68,977,FATIG
1700,68415,3.67,68,978,FATIG
1701,68361,3.67,68,978,FATIG
1702,68245,3.67,68,976,FATIG
1703,68242,3.67,68,977,FATIG
1704,68279,3.67,68,976,FATIG
1705,68310,3.67,68,978,FATIG
1706,68312,3.67,68,976,FATIG
1707,68355,3.67,68,975,FATIG
1708,68353,3.67,68,978,FATIG
1709,68152,3.67,68,976,FATIG
1710,67873,3.67,68,980,FATIG
1711,67766,3.67,68,979,FATIG
1712,67755,3.67,68,979,FATIG
1713,67776,3.67,68,979,FATIG
1714,67819,3.67,68,978,FATIG
1715,67933,3.67,68,977,FATIG
1716,67956,3.67,68,976,FATIG
1717,67953,3.67,68,977,FATIG
1718,68018,3.67,68,977,FATIG
1719,68015,3.67,68,977,FATIG
1720,67948,3.67,68,980,FATIG
1721,67941,3.67,68,974,FATIG
1722,67971,3.67,68,976,FATIG
1723,68031,3.67,68,978,FATIG
1724,68134,3.67,68,961,FATIG
1725,68248,3.67,68,977,FATIG
1726,68282,3.67,68,977,FATIG
1727,68257,3.67,68,976,FATIG
1728,68351,3.67,68,978,FATIG
1729,68384,3.67,68,978,FATIG
1730,68359,3.67,68,977,FATIG
1731,68426,3.67,68,976,FATIG
1732,68409,3.67,68,976,FATIG
1733,68358,3.67,68,976,FATIG
1734,68386,3.67,68,978,FATIG
1735,68345,3.67,68,979,FATIG
1736,68164,3.67,68,978,FATIG
1737,68000,3.67,68,977,FATIG
1738,67907,3.67,68,978,FATIG
1739,67881,3.67,68,977,FATIG
1740,67915,3.67,68,977,FATIG
1741,67977,3.67,68,977,FATIG
1742,67953,3.67,68,978,FATIG
1743,67876,3.67,68,976,FATIG
1744,67908,3.67,68,977,FATIG
1745,67893,3.67,68,976,FATIG
1746,67814,3.67,68,979,FATIG
1747,67778,3.67,68,976,FATIG
1748,67805,3.67,68,979,FATIG
1749,67911,3.67,68,978,FATIG
1750,67894,3.67,68,981,FATIG
1751,67857,3.67,68,976,FATIG
1752,67804,3.67,68,978,FATIG
1753,67776,3.67,68,978,FATIG
1754,67832,3.67,68,976,FATIG
1755,67861,3.67,68,976,FATIG
1756,67905,3.67,68,976,FATIG
1757,67988,3.67,68,985,FATIG
1758,68019,3.67,68,978,FATIG
1759,67916,3.67,68,978,FATIG
1760,67844,3.67,68,978,FATIG
1761,67870,3.67,68,976,FATIG
1762,67961,3.67,68,976,FATIG
1763,67764,3.67,68,977,FATIG
1764,67649,3.67,68,975,FATIG
1765,67667,3.67,68,976,FATIG
1766,67683,3.67,68,977,FATIG
1767,67592,3.67,68,977,FATIG
1768,67509,3.67,68,978,FATIG
1769,67521,3.67,68,977,FATIG
1770,67570,3.67,68,976,FATIG
1771,67615,3.67,68,976,FATIG
1772,67696,3.67,68,977,FATIG
1773,67681,3.67,68,979,FATIG
1774,67689,3.67,68,977,FATIG
1775,67629,3.67,68,977,FATIG
1776,67624,3.67,68,977,FATIG
1777,67560,3.67,68,979,FATIG
1778,67542,3.67,68,974,FATIG
1779,67474,3.67,68,980,FATIG
1780,67404,3.67,68,978,FATIG
1781,67497,3.67,68,979,FATIG
1782,67495,3.67,68,982,FATIG
1783,67406,3.67,68,981,FATIG
1784,67233,3.67,68,977,FATIG
1785,67046,3.67,68,978,FATIG
1786,66947,3.67,68,977,FATIG
1787,66923,3.67,68,978,FATIG
1788,67036,3.67,68,977,FATIG
1789,67148,3.67,68,995,FATIG
1790,67050,3.67,68,977,FATIG
1791,66936,3.67,68,986,FATIG
1792,66891,3.67,68,981,FATIG
1793,66841,3.67,68,976,FATIG
1794,66742,3.67,68,982,FATIG
1795,66654,3.67,68,987,FATIG
1796,66681,3.67,68,977,FATIG
1797,66717,3.67,68,976,FATIG
1798,66719,3.67,68,986,FATIG
1799,66701,3.67,68,977,FATIG
1800,66653,3.67,68,970,FATIG
1801,66586,3.67,68,976,FATIG
1802,66535,3.67,68,983,FATIG
1803,66613,3.67,68,977,FATIG
1804,66606,3.67,68,977,FATIG
1805,66597,3.67,68,976,FATIG
1806,66592,3.67,68,977,FATIG
1807,66610,3.67,68,977,FATIG
1808,66559,3.67,68,978,FATIG
1809,66518,3.67,68,980,FATIG
1810,66483,3.67,68,975,FATIG
1811,66416,3.67,68,977,FATIG
1812,66382,3.67,68,977,FATIG
1813,66350,3.67,68,977,FATIG
1814,66294,3.67,68,977,FATIG
1815,66265,3.67,68,977,FATIG
1816,66335,3.67,68,977,FATIG
1817,66490,3.67,68,976,FATIG
1818,66593,3.67,68,986,FATIG
1819,66586,3.67,68,992,FATIG
1820,66649,3.67,68,978,FATIG
1821,66607,3.67,68,981,FATIG
1822,66541,3.67,68,982,FATIG
1823,66608,3.67,68,976,FATIG
1824,66671,3.67,68,981,FATIG
1825,66798,3.67,68,976,FATIG
1826,66872,3.67,68,978,FATIG
1827,66874,3.67,68,977,FATIG
1828,66934,3.67,68,976,FATIG
1829,67035,3.67,68,996,FATIG
1830,67091,3.67,68,977,FATIG
1831,67105,3.67,68,985,FATIG
1832,67154,3.67,68,979,FATIG
1833,67292,3.67,68,976,FATIG
1834,67525,9.01,68,976,FATIG
1835,67647,9.01,68,961,FATIG
1836,67686,9.01,68,988,FATIG
1837,67786,9.01,68,977,FATIG
1838,67757,9.01,68,976,FATIG
1839,67721,9.01,68,981,FATIG
1840,67785,9.01,68,982,FATIG
1841,67814,9.01,68,977,FATIG
1842,67806,9.01,68,976,FATIG
1843,67827,9.01,68,981,FATIG
1844,67854,9.01,68,982,FATIG
1845,67846,9.01,68,977,FATIG
1846,67824,9.01,68,981,FATIG
1847,67727,9.01,68,976,FATIG
1848,67592,9.01,68,978,FATIG
1849,67404,9.01,68,978,FATIG
1850,67272,9.01,68,977,FATIG
1851,67263,9.01,68,990,FATIG
1852,67273,9.01,68,987,FATIG
1853,67332,9.01,68,976,FATIG
1854,67355,9.01,68,982,FATIG
1855,67348,9.01,68,979,FATIG
1856,67223,9.01,68,979,FATIG
1857,67051,9.01,68,976,FATIG
1858,67026,9.01,68,986,FATIG
1859,67104,9.01,68,976,FATIG
1860,67099,9.01,68,951,FATIG
1861,67081,9.01,68,976,FATIG
1862,67135,9.01,68,979,FATIG
1863,67171,9.01,68,979,FATIG
1864,67222,9.01,68,978,FATIG
1865,67285,9.01,68,975,FATIG
1866,67350,9.01,68,976,FATIG
1867,67396,9.01,68,977,FATIG
1868,67407,9.01,68,980,FATIG
1869,67365,9.01,68,978,FATIG
1870,67317,9.01,68,977,FATIG
1871,67314,9.01,68,977,FATIG
1872,67305,9.01,68,966,FATIG
1873,67194,9.01,68,977,FATIG
1874,67075,9.01,68,981,FATIG
1875,66970,9.01,68,985,FATIG
1876,66951,9.01,68,982,FATIG
1877,66939,9.01,68,970,FATIG
1878,67014,9.01,68,976,FATIG
1879,67088,9.01,68,977,FATIG
1880,66997,9.01,68,981,FATIG
1881,66981,9.01,68,983,FATIG
1882,67019,9.01,68,978,FATIG
1883,67092,9.01,68,976,FATIG
1884,67098,9.01,68,976,FATIG
1885,67092,9.01,68,978,FATIG
1886,67071,9.01,68,977,FATIG
1887,67004,9.01,68,944,FATIG
1888,66951,9.01,68,981,FATIG
1889,66930,9.01,68,977,FATIG
1890,66937,9.01,68,977,FATIG
1891,67066,9.01,68,987,FATIG
1892,67303,9.01,68,977,FATIG
1893,67426,9.01,68,977,FATIG
1894,67536,9.01,68,978,FATIG
1895,67624,9.01,68,977,FATIG
1896,67687,9.01,68,976,FATIG
1897,67658,9.01,68,977,FATIG
1898,67589,9.01,68,983,FATIG
1899,67548,9.01,68,977,FATIG
1900,67523,9.01,68,983,FATIG
1901,67452,9.01,68,978,FATIG
1902,67436,9.01,68,977,FATIG
1903,67495,9.01,68,969,FATIG
1904,67449,9.01,68,976,FATIG
1905,67319,9.01,68,977,FATIG
1906,67239,9.01,68,982,FATIG
1907,67264,9.01,68,983,FATIG
1908,67273,9.01,68,978,FATIG
1909,67233,9.01,68,978,FATIG
1910,67201,9.01,68,977,FATIG
1911,67234,9.01,68,977,FATIG
1912,67221,9.01,68,976,FATIG
1913,67156,9.01,68,974,FATIG
1914,67073,9.01,68,983,FATIG
1915,67061,9.01,68,977,FATIG
1916,67064,9.01,68,978,FATIG
1917,67080,9.01,68,976,FATIG
1918,67088,9.01,68,977,FATIG
1919,67006,9.01,68,976,FATIG
1920,66975,9.01,68,976,FATIG
1921,66998,9.01,68,977,FATIG
1922,67010,9.01,68,979,FATIG
1923,67060,9.01,68,977,FATIG
1924,67077,9.01,68,980,FATIG
1925,67092,9.01,68,976,FATIG
1926,67120,9.01,68,977,FATIG
1927,67264,9.01,68,980,FATIG
1928,67498,9.01,68,983,FATIG
1929,67667,9.01,68,979,FATIG
1930,67741,9.01,68,981,FATIG
1931,67613,9.01,68,979,FATIG
1932,67480,9.01,68,979,FATIG
1933,67449,9.01,68,978,FATIG
1934,67424,9.01,68,979,FATIG
1935,67391,9.01,68,976,FATIG
1936,67421,29.44,53,979,FATIG
1937,67408,29.44,53,976,FATIG
0,92031,18.90,0,977,FATIG
1,92036,18.90,0,978,FATIG
2,92040,18.90,0,978,FATIG
3,92035,18.90,0,977,FATIG
4,92037,18.90,0,978,FATIG
5,92037,18.90,0,976,FATIG
6,92027,18.90,0,976,FATIG
7,92018,18.90,0,979,FATIG
8,92019,18.90,0,983,FATIG
9,92000,18.90,0,976,FATIG
10,91998,18.90,0,978,FATIG
11,91986,18.90,0,980,FATIG
12,91973,18.90,0,976,FATIG
13,91971,18.90,0,979,FATIG
14,91968,18.90,0,977,FATIG
15,91955,18.90,0,976,FATIG
16,91961,18.90,0,978,FATIG
17,91960,18.90,0,979,FATIG
18,91962,18.90,0,978,FATIG
19,91968,18.90,0,978,FATIG
20,91961,18.90,0,978,FATIG
21,91958,18.90,0,977,FATIG
22,91951,18.90,0,978,FATIG
23,91958,18.90,0,978,FATIG
24,91948,18.90,0,978,FATIG
25,91950,18.90,0,980,FATIG
26,91952,18.90,0,979,FATIG
27,91954,18.90,0,978,FATIG
28,91947,18.90,0,978,FATIG
29,91942,18.90,0,969,FATIG
30,91937,18.90,0,979,FATIG
31,91941,18.90,0,974,FATIG
32,91939,18.90,0,977,FATIG
33,91942,18.90,0,976,FATIG
34,91945,18.90,0,978,FATIG
